#seed 919977.221467455268839597e-01,-4.082081322966153447e-01
7.716119137909696057e-01,-3.308486400851624598e-01
1.909725058626985383e-01,6.602812603710965789e-01
5.314679390677579107e-02,2.604367701997551965e-01
3.541332894509969798e-01,-7.011323497514940772e-01
9.829298556099321793e-01,7.906350804082717953e-01
6.200926437500249300e-01,-8.551814954277912051e-01
4.651753180342010907e-02,5.492745051951746227e-01
1.617773982026127211e-01,-3.054827680301286374e-01
-3.568706895235262966e-01,-2.832414894126547011e-01
-6.272780544471046049e-02,2.003742564158037531e-01
-8.375687874171755531e-01,-8.716768699860639735e-01
-4.289905028597140735e-02,-9.208958687565560464e-01
-9.265487087781811848e-01,-8.470736050938743045e-01
1.036971302547731177e-01,-9.526993934167666822e-01
4.986297118490863323e-01,-4.404953543119680681e-01
1.440251179948852656e-01,8.064201588130368581e-01
2.662172456211195914e-01,-1.216569582175419661e-02
-6.645655351070189898e-01,1.690052892900426595e-01
-8.049591828161577478e-01,4.149083968696258840e-01
7.997380146774375476e-01,6.254177634288498044e-01
8.200967573562301105e-01,3.655220942407022555e-02
8.129228914570250097e-01,8.773728491095316162e-01
-1.063395507600981560e-01,6.395050107276323281e-01
6.297652260654884593e-01,-5.046809408109016459e-01
-6.605570796056354776e-01,9.134831468454933656e-01
-3.310600582639569023e-01,9.332727212474956069e-01
3.806133013698720369e-02,3.744684678816945222e-03
5.167777800896935503e-01,-8.638660555424491072e-01
6.059877487311027267e-01,-9.455078730248547281e-01
-3.044716806724434566e-01,1.196373718451568813e-01
-2.490139173531122907e-01,3.581115658663878154e-01
-9.237377964926558604e-01,5.950076283725200810e-01
-8.174951944182533570e-01,3.727141947111756171e-01
7.895118482246721303e-01,-7.140318028715189058e-01
5.492347142458573472e-01,-2.969798339147025068e-01
-7.280251990550357100e-02,8.211328452744559581e-01
-5.750019766964107326e-01,3.330937369394257885e-01
-5.665653205360301481e-01,8.274476531615646557e-01
8.604406952408241160e-01,4.348327385993542293e-01
-4.939755914174939200e-01,2.349398873315291514e-01
3.288388814467446686e-02,1.392128330385653534e-01
-7.077747921876160753e-01,2.143388521363729371e-01
-5.248151112097754201e-01,-1.090053682685032665e-01
-3.016958708412325052e-01,-3.938642217756866959e-01
4.403465509618507134e-01,-4.826621584537758025e-01
7.245831639125519530e-01,8.785432492801574789e-01
3.626839949036992916e-01,-9.187967856417214030e-01
-7.268889288624047484e-01,-1.355212033486297152e-01
-9.035996221354603009e-02,2.097948420861972529e-02
3.865743174878841781e-01,-3.203262827021093884e-01
-8.534024281543224344e-01,1.930321628081166363e-01
6.037147226560366509e-01,4.950939739975794840e-01
-5.904973606556047638e-01,-3.384916485655160567e-01
-5.690631058075197313e-01,1.437817503588962875e-01
7.432549535876609159e-01,7.512324189403041252e-01
-2.471727899735731704e-02,3.216907422320101073e-01
1.564965857779820890e-01,6.201562712742212380e-01
6.669336886509547035e-02,-9.881008468417833424e-01
-8.511920143659228444e-01,9.931134906202432333e-02
7.943503644911744654e-01,-8.321984391121302060e-01
-7.494235765585386400e-01,-6.647054040310016454e-01
5.749117260217915248e-01,1.531152887072884106e-02
2.334864518167862890e-01,6.485856223302375323e-01
6.212727339515127234e-01,-8.714237898942198690e-01
-3.598486028211409504e-01,3.894299964973291228e-01
-8.888741723294963926e-01,-6.188231922755018655e-01
-1.615451063910315899e-01,-3.219343557609168904e-01
3.829051657629438665e-01,5.074314213631414550e-01
8.824714603238585919e-01,-1.859873350017744453e-01
8.859494689541993484e-01,-9.442721350679994519e-01
4.273920089269953593e-01,-6.942852466977065262e-01
6.274411193713393953e-01,5.381004507206923471e-01
8.714114781640649454e-01,-1.234190395484009439e-01
-7.829269427490150868e-01,-2.566079702428321063e-01
6.173384806794528501e-01,7.781875719272763892e-01
-8.178475515023999609e-01,-5.394267666194938471e-01
-1.153179807741300245e-02,4.348806513875078661e-01
4.200859324362686831e-01,-7.798532346661970482e-01
1.905306384702651901e-01,3.563795391201434182e-01
-1.586775935986575181e-01,1.569514668379818900e-01
1.330147534650540919e-01,2.636630027023243450e-01
-7.090907151649927798e-02,-1.349407145010743658e-01
-3.278301737619795375e-01,-3.074777544370799198e-02
6.505366093111011327e-01,-5.766313318779663355e-01
-3.982082513378386590e-01,-2.184434000052466462e-01
8.688482532016374993e-01,-7.455827089259712270e-01
-9.197648337927675222e-01,-3.788977254824208440e-01
-3.234411075963838922e-01,-5.290195961297656790e-01
-8.257625041247884656e-01,7.535752195052789482e-01
4.280507027637534545e-01,6.898895524687667091e-01
9.069326418762235775e-01,3.304834019314799587e-01
4.813024631336926262e-02,-7.010183554724238597e-01
-9.226547107530689296e-01,-6.234952468661800751e-01
5.468537996209041907e-01,-7.498571264021973715e-01
-3.569644554406559145e-02,-2.999417120877101439e-01
-4.608667683171210339e-01,-9.254391460844801909e-01
5.695771424991364906e-01,-4.960818170728495957e-01
3.654661840551924890e-01,5.744604453991268844e-01
-4.193004756959390900e-01,1.930898738583710639e-01
6.752623090693978813e-01,-1.099899317325696568e-01
-2.985493074515961354e-01,-6.465012027817560458e-01
7.986278172837035783e-02,6.347184018017388851e-01
3.972283929005571146e-02,4.104458580877570206e-01
-4.594156648113862929e-01,3.645303138166366974e-01
8.172230695812465751e-01,-6.029551043618344153e-01
-2.241121278381761339e-01,1.412457944691540845e-01
4.020477057330826831e-01,-8.663647301925552213e-01
-4.131038417803174490e-01,5.929807093740286916e-01
8.387648777509437714e-01,-6.162433169761150076e-01
-2.066775136047247496e-01,9.695787514675910934e-01
-4.590418680789158934e-01,9.072326198098024097e-01
4.018689486522175613e-01,8.692189784058808044e-01
3.570034477002037576e-01,-4.825920792005677917e-01
-9.347473825335332887e-01,6.783601795981810678e-01
2.627000629493150274e-01,9.766755143975698328e-01
4.723677310440854704e-02,-7.259311623507280764e-01
5.218461562947940280e-01,2.500610071334610218e-01
-7.708780947030371422e-01,9.172424988207676932e-01
